#Question|Class|WH|WH-Bigram|WH-POS|WH-NBOR-POS
How old did Winston Churchill live to be?|Y|How|How old|WRB|JJ
What does Ontario law say regarding a tenant with a pet?|X|What|What does|WP|VBZ
How much money are old Mad Magazines worth?|M|How|How much|WRB|JJ
What is the average number of steps taken after running a mile?|A|What|What is|WP|VBZ
What are golden rectangles?|F|What|What are|WP|VBP
How many bones are there in the human foot?|A|How|How many|WRB|JJ
How many countries are part of the United Nations?|A|How|How many|WRB|JJ
What day of the week did March 23, 1941 fall on?|X|What|What day|WP|NN
How many hours of sleep is recommended every night?|A|How|How many|WRB|JJ
What is catnip made of?|X|What|What is|WP|VBZ
Who are the most popular anime characters in Japan?|P|Who|Who are|WP|VBP
What is the name of a book written by Samuel Clemens?|W|What|What is|WP|VBZ
What is the medication Eluxin used for? |X|What|What is|WP|VBZ
What is the most common mineral?|X|What|What is|WP|VBZ
What are soft contact lenses made of?|X|What|What are|WP|VBP
What were the conditions of the homefront in England during World War Two?|X|What|What were|WP|VBD
What is the most common disease of the skin?|X|What|What is|WP|VBZ
Which player has hit the most homeruns in Major League Baseball?|P|Which|Which player|WDT|NN
How many counties are there in Houston, Texas?|A|How|How many|WRB|JJ
What is flax made into after it is harvested? |X|What|What is|WP|VBZ
How many people live in New York?|A|How|How many|WRB|JJ
What are some signs that a woman might be pregnant?|X|What|What are|WP|VBP
How long does it take to boil an egg?|R|How|How long|WRB|RB
What is the average income in North Adams, MA? |M|What|What is|WP|VBZ
When would a squid need to change colors?|X|When|When would|WRB|MD
How much education does someone need in order to become a plumber?|X|How|How much|WRB|JJ
Who invented the knife?|P|Who|Who invented|WP|VBD
What sort of sports did the Aztecs play?|X|What|What sort|WP|NN
What day was November the ninth in the year 1995?|X|What|What day|WP|NN
What did Alexander Galt have to do with the confederation? |X|What|What did|WP|VBD
How long is the world's longest limousine?|D|How|How long|WRB|JJ
Who won the 1967 NLF championship game?|O|Who|Who won|WP|VBD
Who paid the most for an NFL tem in 1994?|P|Who|Who paid|WP|VBD
"In the comic strip ""Doonesbury,"" who is the daughter of Boopsie and BD? "|P||||
How much does a copyright cost in Canada?|M|How|How much|WRB|JJ
What was the first movie that Racquel Welch was in?|W|What|What was|WP|VBD
What is gelatin made of?|X|What|What is|WP|VBZ
Who was Miss America in 1988?|P|Who|Who was|WP|VBD
Why are anti-lock brakes a safety feature?|X|Why|Why are|WRB|VBP
When were anti-lock brakes invented?|T|When|When were|WRB|VBD
How many wives did Kubla Khan have? |A|How|How many|WRB|JJ
What is a stratus cloud? |F|What|What is|WP|VBZ
"Who said: ""A journey of a thousand miles begins with a single step""?"|P|Who|Who said|WP|VBD
What is an acropolis? |F|What|What is|WP|VBZ
How many soldiers died in the Civil War?|A|How|How many|WRB|JJ
How much does the moon weigh?|A|How|How much|WRB|JJ
What is the retirement age of a schoolteacher?|A|What|What is|WP|VBZ
How did the banana split originate?|X|How|How did|WRB|VBD
What are the different parts of wheat?|X|What|What are|WP|VBP
What is the second amendment in the US constitution?|F|What|What is|WP|VBZ
What was the first commercial use of computers? |X|What|What was|WP|VBD
What is a nonprofit agency for interracial families? |O|What|What is|WP|VBZ
Who is the governor of Hawaii? |P|Who|Who is|WP|VBZ
How many miles per hour is 1 knott?|A|How|How many|WRB|JJ
What is the name of the largest zoo in the United States?|X|What|What is|WP|VBZ
How many branches of McDonalds Restaurants are there in the UK?|A|How|How many|WRB|JJ
What are the most popular crimes committed by juveniles?|X|What|What are|WP|VBP
When were airbags invented?|T|When|When were|WRB|VBD
What is the country code for the UK when calling from the US?|X|What|What is|WP|VBZ
Where did grafitti originate from? |L|Where|Where did|WRB|VBD
How does the National Endowment for the Arts recieve funding? |X|How|How does|WRB|VBZ
What is the latest medication used for the treatment of Rheumatoid Arthritis? |X|What|What is|WP|VBZ
What herbs can increase my circulation? |X|What|What herbs|WP|NN
What is the longest river in the United States?|X|What|What is|WP|VBZ
What company makes the drink Orangina?|O|What|What company|WP|NN
What is the diameter size of a golf ball? |D|What|What is|WP|VBZ
Where is the Oakland airport?|L|Where|Where is|WRB|VBZ
Name one sports team (basketball, hockey, baseball, football, etc.) that is from New York.|O||||
"What are the US states that have the word ""Island"" in their name?"|X|What|What are|WP|VBP
What is a coeducational college? |F|What|What is|WP|VBZ
Who served with the Ninth Marines between 1967 to 1968?|P|Who|Who served|WP|VBD
What is the leading cause of death for motorcylclists? |X|What|What is|WP|VBZ
How many albums have Insane Clown Posse made?|A|How|How many|WRB|JJ
How do I find my IP address?|X|How|How do|WRB|VBP
What instrument does Cedar Walton play? |X|What|What instrument|WP|NN
How old is the United States? |Y|How|How old|WRB|JJ
What is the value, in dollars, of a 1993 Chevrolet Blazer?|M|What|What is|WP|VBZ
What is endometrosis? |F|What|What is|WP|VBZ
What is the resaon that men's shirts button the opposite way of women's shirts? |X|What|What is|WP|VBZ
What nascar driver was sponsored by underalls? |P|What|What nascar|WP|NN
What company makes candy that have insects inside of it?|O|What|What company|WP|NN
Which star is the brightest?|X|Which|Which star|WDT|NN
Name one food that contains zinc.|X||||
What is the maximum recommended temperature for videotapes? |A|What|What is|WP|VBZ
In the last year, how many police officers were shot with their own gun?|A||||
How many group homes are there in Minnesota?|A|How|How many|WRB|JJ
What are the long term effects of cocaine use?|X|What|What are|WP|VBP
What type of clothing did the Navajo Indians wear? |X|What|What type|WP|NN
What is the Lutheran philosophy on being a good servant?|X|What|What is|WP|VBZ
What is the Latin word for Friend? |X|What|What is|WP|VBZ
What is a life threatening food allergy?|X|What|What is|WP|VBZ
What purpose does the oxygen sensor in my car serve?|X|What|What purpose|WP|NN
Where can I go whale watching in California?|L|Where|Where can|WRB|MD
How does regeneration in starfish occur?|X|How|How does|WRB|VBZ
Who was Britain's first Prime Minister?|P|Who|Who was|WP|VBD
How many bones does a squirrel have?|A|How|How many|WRB|JJ
What is the average temperature in San Francisco, California?|A|What|What is|WP|VBZ
Who was Gerald Ford's Vice President?|P|Who|Who was|WP|VBD
Who correctly theorized that mosquitoes cause yellow fever? |P|Who|Who correctly|WP|RB
Who invented the paperclip? |P|Who|Who invented|WP|VBD
Who invented the pencil? |P|Who|Who invented|WP|VBD
What is a provisional patent? |F|What|What is|WP|VBZ
What are the top preventive ways to avoid heart attack? |X|What|What are|WP|VBP
How do you remove water stains from yellow pine wood?|X|How|How do|WRB|VB
What colleges in Michigan offer a master's degree in teaching writing? |X|What|What colleges|WP|VBZ
What is a software watchdog? |F|What|What is|WP|VBZ
What is the best Chemical Engineering School in the United States? |X|What|What is|WP|VBZ
Who decides whether music contains explicit lyrics and needs a parent advisory label? |X|Who|Who decides|WP|VBZ
How much does a Besson Tenor trombone cost?|M|How|How much|WRB|JJ
What year were Egyptian hieroglyphics invented?|T|What|What year|WP|NN
Where in the United States is there the most violence committed by teens?|L|Where|Where in|WRB|IN
What is a company that makes products for the semiconductor industry?|O|What|What is|WP|VBZ
How much does a dental crown cost?|M|How|How much|WRB|JJ
Why are storm clouds black?|X|Why|Why are|WRB|VBP
Of all the planets in the solar system, which is the hottest? |X||||
Who had the longest field goal kick before Tom Dempsey?|P|Who|Who had|WP|VBD
What is the cost of living in Asheville, NC? |M|What|What is|WP|VBZ
How much would it cost to fly to Ireland from New York?|M|How|How much|WRB|RB
Who invented the richter scale and what is it used for? |X|Who|Who invented|WP|VBD
What is the Universal Declaration of Human Rights? |F|What|What is|WP|VBZ
How long does marijuana stay in your system? |R|How|How long|WRB|JJ
Name one scary ghost movie.|W||||
What object is the only extragalactic star-forming nebula that can be seen with unaidedeye?|X|What|What object|WP|NN
Which commercial airline has the biggest seats? |O|Which|Which commercial|WDT|JJ
What is the name of at least one woman in the World Wrestling Federation?|P|What|What is|WP|VBZ
How long was John Seiberling in Congress?|R|How|How long|WRB|JJ
What is the name of the current Miss America?|P|What|What is|WP|VBZ
Name one 17th century Dutch painter.|P||||
When was the Canadian Privacy Act passed?|T|When|When was|WRB|VBD
How much does a Jack Russell Terrier weigh?|A|How|How much|WRB|JJ
How is a unicorn different from a horse?|X|How|How is|WRB|VBZ
Where is the Eifel Tower? |L|Where|Where is|WRB|VBZ
Who discovered oil in Pennsylvania? |P|Who|Who discovered|WP|VBD
What will be the average age of laborers in 2006?|Y|What|What will|WP|MD
What are some high fiber foods?|X|What|What are|WP|VBP
What country is the University of Queensland located in?|L|What|What country|WP|NN
What are urban legends?|F|What|What are|WP|VBP
What is the name of at least one Pharmaceutical Benefit Management Company?|O|What|What is|WP|VBZ
What was the name of the first feature film that was ever made?|W|What|What was|WP|VBD
What was the name of the television show that Eric Stolz was in?|W|What|What was|WP|VBD
How many people attend universities in France?|A|How|How many|WRB|JJ
How many different words do the Eskimos have for the word snow?|A|How|How many|WRB|JJ
What kinds of foods are made with flax?|X|What|What kinds|WP|VBZ
What is a company that makes customized dolls?|O|What|What is|WP|VBZ
"What is the medical term for ""lazy eye""?"|X|What|What is|WP|VBZ
Who does the voice of Tony the Tiger?|P|Who|Who does|WP|VBZ
What is the top design school in New York?|X|What|What is|WP|VBZ
What is fingernail polish made out of?|X|What|What is|WP|VBZ
"Where was Nicholas Evans, the author of ""The Horse Whisperer,"" born?"|L|Where|Where was|WRB|VBD
What are radioactive minerals? |F|What|What are|WP|VBP
What are examples of some radioactive minerals? |X|What|What are|WP|VBP
What is the tallest tree in the world?|X|What|What is|WP|VBZ
Who is the smartest person in the world?|P|Who|Who is|WP|VBZ
Where can I rent ski equipment in New York?|L|Where|Where can|WRB|MD
"Who wrote the arcade game name ""Time Pilot""?"|P|Who|Who wrote|WP|VBD
Who is the most famous arcade game programmer?|P|Who|Who is|WP|VBZ
What holidays are in November? |X|What|What holidays|WP|NNS
In the fall, what do I need to cover strawberries in order to protect them?|X||||
What time does the New York Stock Exchange close?|T|What|What time|WP|NN
What company makes mini DIN plug connectors? |O|What|What company|WP|NN
What is the name of the oldest jail in Pennsylvania?|X|What|What is|WP|VBZ
"Name a host from MTV's show, ""The Grind."""|P||||
What are some animals that are unique to Australia?|X|What|What are|WP|VBP
How old do you have to be in order to work in California?|Y|How|How old|WRB|JJ
What year was Julio Iglesias born?|T|What|What year|WP|NN
What are some last minute halloween costumes for teenagers? |X|What|What are|WP|VBP
In what county is Berkeley, CA? |X||||
How many countries are there in the world? |A|How|How many|WRB|JJ
Who composed the 1812 overture? |P|Who|Who composed|WP|VBD
What is the real name of the bad news bears theme? |X|What|What is|WP|VBZ
What were Pennsylvania's winning lottery numbers for Oct 24, 1998? |X|What|What were|WP|VBD
Who is Lynne E. Wilzbacher in Minnesota?|F|Who|Who is|WP|VBZ
What is the libertarian social security plan? |F|What|What is|WP|VBZ
What day does Thanksgiving fall on this year?|X|What|What day|WP|NN
What chemicals are in Slate? |W|What|What chemicals|WP|NNS
What is the drinking age in Canada?|Y|What|What is|WP|VBZ
"Who is the director of 1998's ""Doctor Dolittle""?"|P|Who|Who is|WP|VBZ
How many people died at the Alamo? |A|How|How many|WRB|JJ
What is the best school of chemical engineering in the United States? |X|What|What is|WP|VBZ
What is the average pc technician salary in phoenix?|M|What|What is|WP|VBZ
How old is the Empire State building in New York? |Y|How|How old|WRB|JJ
What city is Duquesne University in? |L|What|What city|WP|NN
How old was Jesus when he was killed? |Y|How|How old|WRB|JJ
What causes teeth infections in rodents? |X|What|What causes|WP|VBZ
What common household products remove stains? |W|What|What common|WP|JJ
What is the nutritional value of an apple?|W|What|What is|WP|VBZ
Name a state governor from 1962.|P||||
Who has had the most wives known in history?|P|Who|Who has|WP|VBZ
What is the main reason people are discharged early from military service?|X|What|What is|WP|VBZ
"What is the Latin word for ""yes""?"|X|What|What is|WP|VBZ
What is the name of the woman who gave birth live on the Internet? |P|What|What is|WP|VBZ
Who discovered copper?|P|Who|Who discovered|WP|VBD
What is the 1998 world population of bald eagles?|A|What|What is|WP|VBZ
Who painted the Sistine Chapel?|P|Who|Who painted|WP|VBD
Who designed the Statue of Liberty?|P|Who|Who designed|WP|VBD
Where in the world is there the most water pollution?|L|Where|Where in|WRB|IN
What is prolactin? |F|What|What is|WP|VBZ
What bowel problems are associated with diabetes? |X|What|What bowel|WP|NN
How many long distance carriers are there?|A|How|How many|WRB|JJ
How many bones are in the human ribcage? |A|How|How many|WRB|JJ
Who is madonna's first husband? |P|Who|Who is|WP|VBZ
What is known to be a successful treatment for lung cancer? |X|What|What is|WP|VBZ
What was the reason Nova Xcotia didn't become the 14th colony?|X|What|What was|WP|VBD
Who was the first Australian Prime Minister? |P|Who|Who was|WP|VBD
Who was the first person to climb Mt. Everest? |P|Who|Who was|WP|VBD
What does D.O.C.W.R.A. stand for? |B|What|What does|WP|VBZ
Which paintings by David Teniers are in Ashmolean?|W|Which|Which paintings|WDT|NNS
What is a black box?|F|What|What is|WP|VBZ
What company produced the first video recorder put into use?|O|What|What company|WP|NN
What prescription medication can cause numbness in the face? |X|What|What prescription|WP|NN
What scholarships are available for PhD students in Europe? |X|What|What scholarships|WP|NNS
How much does uranium cost? |M|How|How much|WRB|JJ
What is the world's most dangerous job?|X|What|What is|WP|VBZ
How many glasses of water should I drink each day? |A|How|How many|WRB|JJ
What is the average hotel price in Sao Paulo Brazil? |M|What|What is|WP|VBZ
When will Microsoft Office 2000 be released? |T|When|When will|WRB|MD
Where are my kidneys located?|X|Where|Where are|WRB|VBP
How much does a dollar bill weigh?|A|How|How much|WRB|JJ
How many bridges cross the missisippi river?|A|How|How many|WRB|JJ
How do I preserve a carved pumpkin? |X|How|How do|WRB|VBP
What are some of the benefits from eating chocolate?|W|What|What are|WP|VBP
Why does the South Carolina state flag have a crescent moon on it? |X|Why|Why does|WRB|VBZ
What is the average age that people get married?|Y|What|What is|WP|VBZ
Who is Helen of Troy?|F|Who|Who is|WP|VBZ
Why do Jehovah's Witnesses not take blood transfusions?|X|Why|Why do|WRB|VBP
How do you cure enuresis? |X|How|How do|WRB|VB
Where can I go paragliding in the San Francisco Bay Area?|L|Where|Where can|WRB|MD
What is the ratio of males to females in the United States? |A|What|What is|WP|VBZ
How long does it take to repair the lungs after giving up smoking? |R|How|How long|WRB|RB
"How big is Donald Trump's yacht ""The Trump Princess""? "|D|How|How big|WRB|JJ
What is Wolfe's Law?|F|What|What is|WP|VBZ
What is the average amount of money that a man carries in his wallet?|M|What|What is|WP|VBZ
What is the water temperature in Florida in November? |A|What|What is|WP|VBZ
What U.S. state contains the counties of Macon and Bacon? |L|What|What U.S.|WP|NNP
What is counterculture?|F|What|What is|WP|VBZ
What type of halloween candy was purchased the most in 1997?|X|What|What type|WP|NN
What date will the moon be closest to earth in 1998?|T|What|What date|WP|NN
How many different kinds of plants are there?|A|How|How many|WRB|JJ
Name a plant that grows underwater.|X||||
What country has the northernmost capital in the world? |L|What|What country|WP|NN
What is the main part of a plant called?|X|What|What is|WP|VBZ
Who was Thomas Hobbes?|F|Who|Who was|WP|VBD
What are the four food groups?|X|What|What are|WP|VBP
Who was the first woman to fly a helicopter indoors? |P|Who|Who was|WP|VBD
What is the fastest aircraft in the world? |X|What|What is|WP|VBZ
How do I use a retort in chemistry? |X|How|How do|WRB|VBP
How many different colors of lipstick are there?|A|How|How many|WRB|JJ
What is the percentage of teenage drug users? |C|What|What is|WP|VBZ
How far is it from New York City to Providence, Rhode Island?|D|How|How far|WRB|RB
How does a reverse osmosis water filter work? |X|How|How does|WRB|VBZ
How many times has a drag chute been deployed in a shuttle landing?|A|How|How many|WRB|JJ
How much does auto insurance cost for a guy in his late teens?|M|How|How much|WRB|JJ
What is the medical term for a charlie horse? |X|What|What is|WP|VBZ
How many space flights have there been in U.S.? |A|How|How many|WRB|JJ
What Bible software is available for Windows? |X|What|What Bible|WP|NNP
How many books are sold each year?|A|How|How many|WRB|JJ
"How many copies of ""The Pelican Brief"" were published?"|A|How|How many|WRB|JJ
What country can I find Ben Gurion University?|L|What|What country|WP|NN
Who won the Stanley cup in 1993?|O|Who|Who won|WP|VBD
How long will fresh pumpkin keep fresh if it is refrigerated?|R|How|How long|WRB|RB
What is the name of the third book of Hitchhikers Guide to the Galaxy?|W|What|What is|WP|VBZ
How many different types of blood are there?|A|How|How many|WRB|JJ
What is the Supreme Court's definition of a religion? |X|What|What is|WP|VBZ
What does it mean if my neutrophil count is high? |X|What|What does|WP|VBZ
What year was the Declaration of Independence signed?|T|What|What year|WP|NN
Where is the best place to buy David Yurman jewelry? |L|Where|Where is|WRB|VBZ
What does NIH stand for?|B|What|What does|WP|VBZ
What temperature should a sauna be? |A|What|What temperature|WP|NN
What is dust mite?|F|What|What is|WP|VBZ
What herbs can cause seizures? |X|What|What herbs|WP|VBD
What planet is closest to the Sun?|X|What|What planet|WP|NN
How old do you have to be in order to rent a car in North Carolina?|Y|How|How old|WRB|JJ
What are the symptoms of fybromialgia? |X|What|What are|WP|VBP
"Where is the movie, ""Fargo,"" filmed?"|L|Where|Where is|WRB|VBZ
Who is the biggest record selling artist of all time? |P|Who|Who is|WP|VBZ
When was the Great Fire of London? |T|When|When was|WRB|VBD
What was the date when the last Calvin and Hobbes comic strip was published?|T|What|What was|WP|VBD
What are the most popular baby names?|X|What|What are|WP|VBP
"What Lulu Roman album is the song ""Heaven's Watchin'"" on?"|W|What|What Lulu|WP|NNP
What religion is Madonna?|X|What|What religion|WP|NN
What percent of the world's work is one by women?|C|What|What percent|WP|NN
What is the diameter of the Earth?|D|What|What is|WP|VBZ
What was the name of Fred Flinstone's boss?|P|What|What was|WP|VBD
How high can a plane fly?|D|How|How high|WRB|JJ
How tall does a dogwood tree grow?|D|How|How tall|WRB|NN
Tell me the name of a company in France that makes barrettes.|O||||
How many months is allergy season in Cleveland, Ohio?|A|How|How many|WRB|JJ
What age do babies normally start to speak?|Y|What|What age|WP|NN
Who killed John F. Kennedy?|P|Who|Who killed|WP|VBD
What was the name of Shakespeare's first play?|W|What|What was|WP|VBD
What state has the highest Native American population?|L|What|What state|WP|NN
What is the most commonly used currency in Europe?|X|What|What is|WP|VBZ
What was the year of the Hiroshima Bombing? |T|What|What was|WP|VBD
What is play-doh made from? |X|What|What is|WP|VBZ
What is Microsoft's turnover rate? |C|What|What is|WP|VBZ
What does serendipity mean? |F|What|What does|WP|VBZ
"When was the ""Wizard of Oz"" first released in the theaters?"|T|When|When was|WRB|VBD
What are some foods that have low carbohydrates?|X|What|What are|WP|VBP
"When was the poem ""Heritage,"" by Countee Cullen, written?"|T|When|When was|WRB|VBD
What are some of the health benefits of Soy? |X|What|What are|WP|VBP
How much money do Minnesota public schools get from the federal government?|M|How|How much|WRB|JJ
What is the average weight of a whale?|A|What|What is|WP|VBZ
When did Seasame Street first air?|T|When|When did|WRB|VBD
What is the best food to eat if you have irritable bowel syndrome?|X|What|What is|WP|VBZ
Which insurance companies pay for disability after an automobile accident? |O|Which|Which insurance|WDT|NN
Where is the most expensive place to live in New York City?|L|Where|Where is|WRB|VBZ
Where is the Smithsonian Museum?|L|Where|Where is|WRB|VBZ
When did Leroy Anderson die?|T|When|When did|WRB|VBD
What does HTML mean?|B|What|What does|WP|VBZ
"What actor got the first billing for the movie ""The Fifth Element""?"|P|What|What actor|WP|NN
What is the new medicine for autistic children? |X|What|What is|WP|VBZ
What percentage of children suffer from depression?|C|What|What percentage|WP|NN
What is the minimum age requirement to skydive?|Y|What|What is|WP|VBZ
What state is Cleveland located in?|L|What|What state|WP|NN
What is the number one cause of automobile accidents?|X|What|What is|WP|VBZ
"Who authored the book, ""Wuthering Heights""?"|P|Who|Who authored|WP|VBD
"How many years has the soap opera, ""Another World,"" been on the air?"|A|How|How many|WRB|JJ
How many people go on the Internet every day?|A|How|How many|WRB|JJ
"When was the movie, ""Meet Joe Black,"" first out in the theaters?"|T|When|When was|WRB|VBD
What company offers the most frequent flyer miles when using their credit card?|O|What|What company|WP|NN
What medicines were used for curing smallpox in the Victorian era? |X|What|What medicines|WP|NNS
What ingredients do I need to make smoothies?|X|What|What ingredients|WP|VBZ
"How do I say ""dog"" in French?"|X|How|How do|WRB|VBP
What kind of lodging is available in Aruba? |X|What|What kind|WP|NN
When was tea introduced to England?|T|When|When was|WRB|VBD
In how many countries has xenical been approved?|A||||
How many minutes are there in a year?|A|How|How many|WRB|JJ
What is the difference between autobiography and biography? |X|What|What is|WP|VBZ
What is the most addicting drug you can take?|X|What|What is|WP|VBZ
What is the mental and physical effects of caffine?|X|What|What is|WP|VBZ
How many students are enrolled at the University of Texas at Austin? |A|How|How many|WRB|JJ
What do wild birds eat for food? |X|What|What do|WP|VBP
"How long was the show, ""Beverly Hills 90210"" on the air?"|D|How|How long|WRB|RB
What was Glasgow University's main building originally designed to be?|X|What|What was|WP|VBD
Who flew the first nonstop flight around the world?|P|Who|Who flew|WP|VBD
What number president was John F. Kennedy?|X|What|What number|WP|NN
How old did Vincent Van Gogh live to be?|Y|How|How old|WRB|JJ
How many points does it take to get a drivers license suspended in Florida? |A|How|How many|WRB|JJ
Who invented the first video game?|P|Who|Who invented|WP|VBD
What were Alexander Hamilton's political views? |X|What|What were|WP|VBD
What is a calzone?|F|What|What is|WP|VBZ
How much is a 1980 Mad Magazine worth?|M|How|How much|WRB|JJ
"Who coined the phrase, ""God is in the details""?"|P|Who|Who coined|WP|VBD
"What is the first line of the poem entitled ""Rainbow Bridge""?"|X|What|What is|WP|VBZ
How many years does a house of representive serve in a term?|A|How|How many|WRB|JJ
Who is one famous person who died of anorexia?|P|Who|Who is|WP|VBZ
What limousine company makes the longest limousine?|O|What|What limousine|WP|JJ
How long is the world's longest limousine?|D|How|How long|WRB|JJ
What gift is given on the tenth anniversary?|X|What|What gift|WP|NN
Name one song by Nine Inch Nails.|X||||
What percentage of the United States has a fear of death?|C|What|What percentage|WP|NN
What is the name of Kate Chopin's most popular book?|W|What|What is|WP|VBZ
What Jeep has the best safety ratings?|W|What|What Jeep|WP|NNP
Where do wolves live?|L|Where|Where do|WRB|VBP
What does GOP stand for?|B|What|What does|WP|VBZ
What are isopods?|F|What|What are|WP|VBP
What show is Groundskeeper Willie a character on?|W|What|What show|WP|NN
What was the number one box office attraction this past weekend?|W|What|What was|WP|VBD
What is a book written by Samuel Clemens?|W|What|What is|WP|VBZ
Who makes Netscape Communicator?|O|Who|Who makes|WP|VBZ
What are utereine fibroids made of?|X|What|What are|WP|VBP
What animal has more lives than a cat?|X|What|What animal|WP|NN
What does darth mean? |F|What|What does|WP|VBZ
Where was Woodstock 1999?|L|Where|Where was|WRB|VBD
What happened in the first week in November 1981?|X|What|What happened|WP|VBD
What are some of the side effects of induced labor?|X|What|What are|WP|VBP
What does OECD stand for?|B|What|What does|WP|VBZ
Who reads the news for BBC radio?|P|Who|Who reads|WP|VBZ
What are some jobs for music majors?|X|What|What are|WP|VBP
What is the most common mineral? |X|What|What is|WP|VBZ
What is the name of McDonalds restaurant university? |X|What|What is|WP|VBZ
What are soft contact lenses made of?|X|What|What are|WP|VBP
What is forensic psychology? |X|What|What is|WP|VBZ
What is the largest University in Washington DC?|X|What|What is|WP|VBZ
What is the address of the Archery Hall of Fame?|X|What|What is|WP|VBZ
"Who composed the music for thr movie ""The Rock""?"|P|Who|Who composed|WP|VBD
What are the top three dog breeds in the United States?|X|What|What are|WP|VBP
Who is Jeff Gordon? |F|Who|Who is|WP|VBZ
What is the average salary of funeral directors?|M|What|What is|WP|VBZ
Who has hit the most homeruns in Major League Baseball?|P|Who|Who has|WP|VBZ
"Who is ""The Who""?"|F|Who|Who is|WP|VBZ
"Who wrote the rock opera ""Tommy""?"|P|Who|Who wrote|WP|VBD
What is the name of a rural real estate company near College Station, Texas?|X|What|What is|WP|VBZ
What do birds use their beaks for?|X|What|What do|WP|VBP
When were Morgan 3 Wheelers made?|T|When|When were|WRB|VBD
When did the NYC club, Tunnel, first open?|T|When|When did|WRB|VBD
How do I remove coffee stains from wood?|X|How|How do|WRB|VBP
What is the lowest price I can buy a DVD-ROM drive for?|M|What|What is|WP|VBZ
What is a school of squid?|X|What|What is|WP|VBZ
How many Bed and Breakfast places are there in Nashville?|A|How|How many|WRB|JJ
Which fruits and vegetables continue to ripen after picking?|X|Which|Which fruits|WDT|NNS
What religious groups believe that humans are from other worlds? |X|What|What religious|WP|JJ
"Who is the author of the book ""A Kettle of Hawks""?"|P|Who|Who is|WP|VBZ
What is Aspergers Syndrome? |X|What|What is|WP|VBZ
"""People are hungry not for food but for love.""  Who said that? "|P||||
How many girls names start with the letter d?|A|How|How many|WRB|JJ
Where is the New Salem Carriage Museum?|L|Where|Where is|WRB|VBZ
What is the theory of formalism in art |X|What|What is|WP|VBZ
What percentage of Americans live in poverty?|C|What|What percentage|WP|NN
What city in the United States has the greatest annual rainfall?|L|What|What city|WP|NN
What are some computer retail outlets? |X|What|What are|WP|VBP
What is a healthy body weight for a woman that is 5 feet 6 inches tall?|A|What|What is|WP|VBZ
What literature should 9th grade history students read?|X|What|What literature|WP|NN
What are the health benefits of Vitamin E?|X|What|What are|WP|VBP
"How many different locations are there for the candle store ""Wicks n' Sticks""?"|A|How|How many|WRB|JJ
What is the yearly salary of a nurse anethesist?|M|What|What is|WP|VBZ
How long does it take to get a copyright in Canada?|R|How|How long|WRB|RB
What is the title of Stephen King's latest book?|W|What|What is|WP|VBZ
What was Fred Flintstone's bowling nickname?|X|What|What was|WP|VBD
How many numbers long is a phone number in Australia?|A|How|How many|WRB|JJ
How old will the actress Drew Barrymore be in 2015?|Y|How|How old|WRB|JJ
What do I need to become an Australian citizen?|X|What|What do|WP|VBP
What respiratory problems does dehydration cause? |X|What|What respiratory|WP|NN
What is the distance from Cologne to Solingen?|D|What|What is|WP|VBZ
What tribe of native american lived in the area where Whistler Mountain is located? |X|What|What tribe|WP|NN
How much money does an elementary school teacher make per year?|M|How|How much|WRB|JJ
What is George Washington's middle name? |X|What|What is|WP|VBZ
What is the migration pattern of Monarch butterflies? |X|What|What is|WP|VBZ
How much should I pay for a head gasket auto repair?|M|How|How much|WRB|JJ
How do i get on Jeopardy? |X|How|How do|WRB|VBP
What is the difference between a browser and a server?|X|What|What is|WP|VBZ
When were the first vehicle door latches made?|T|When|When were|WRB|VBD
What is a zamboni?|F|What|What is|WP|VBZ
How fast do Ethiopian chickens run?|A|How|How fast|WRB|RB
What percentage of homeless people are also mentally ill?|C|What|What percentage|WP|NN
How high is Mount Shasta?|D|How|How high|WRB|JJ
"On the TV show ""Petticoat Junction,"" what was the name of the dog on the show?"|X||||
What is considered average mileage on a 2 year old car? |A|What|What is|WP|VBZ
When is the musical Rent playing in Reno, NV? |T|When|When is|WRB|VBZ
What was the first commercial use of computers? |X|What|What was|WP|VBD
How many people died in the Honduras mudslide?|A|How|How many|WRB|JJ
Who is the governor of Hawaii? |P|Who|Who is|WP|VBZ
What was John F. Kennedy's yearly salary?|M|What|What was|WP|VBD
What is the difference between APS film and 35mm film? |X|What|What is|WP|VBZ
What was the name of the Air Base in Gosnell, Ark.? |X|What|What was|WP|VBD
What is a group of hippos called? |X|What|What is|WP|VBZ
Name one example where geometry is found in nature.|X||||
What is the most popular zoo in the United States?|X|What|What is|WP|VBZ
How many kosher restaurants are there in London?|A|How|How many|WRB|JJ
Where is West Point Military Academy?|L|Where|Where is|WRB|VBZ
Where can I find the best Dim Sum in Delaware?|L|Where|Where can|WRB|MD
When was ice cream invented?|T|When|When was|WRB|VBD
How many flavors of cotton candy are there?|A|How|How many|WRB|JJ
How does the National Endowment for the Arts recieve funding? |X|How|How does|WRB|VBZ
If I was born on April 7, what is my astrological sign?|X||||
How do I kill a runaway process under HP-UX? |X|How|How do|WRB|VBP
What herbs increase blood circulation? |X|What|What herbs|WP|VBD
What are transcedental numbers? |F|What|What are|WP|VBP
How many universities and colleges have a ceramics department?|A|How|How many|WRB|JJ
How many colleges offer summer programs for high school students?|A|How|How many|WRB|JJ
What are some of the causes of lower back pain? |X|What|What are|WP|VBP
